pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
GJ 367 b,GJ 367,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.32192250,0.00000020,-0.00000020,0,0.007090,0.000270,-0.000270,0,0.699,0.024,-0.024,0,0.062,0.002,-0.002,0,0.63300,0.05000,-0.05000,0,0.00199,0.00016,-0.00016,0,Mass,0.060000,0.070000,-0.040000,0,579.00,57.00,-52.00,0,1365,32,-32,0,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522.00,70.00,-70.00,0,0.46,0.01,-0.01,0,0.46,0.01,-0.01,0,-0.010,0.120,-0.120,0,[Fe/H],4.78,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.4126300,0.0028350,-0.0028350,10.1530000,0.0440000,-0.0440000,5.7800000,0.0200000,-0.0200000,9.1515900,0.0006500,-0.0006500,2023-08-10,2023-07,2023-08-10
GJ 3929 b,GJ 3929,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,2.61623500,0.00000500,-0.00000500,0,0.025200,0.000500,-0.000500,0,1.090,0.040,-0.040,0,0.097,0.004,-0.004,0,1.75000,0.44000,-0.45000,0,0.00551,0.00138,-0.00142,0,Mass,0.000000,,,0,17.30,0.70,-0.70,0,568,6,-6,0,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,,3384.00,88.00,-88.00,0,0.32,0.01,-0.01,0,0.31,0.03,-0.02,0,-0.020,0.120,-0.120,0,[Fe/H],4.89,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,0.0096000,-0.0095000,12.6750000,0.0230000,-0.0230000,7.8690000,0.0200000,-0.0200000,11.5109000,0.0006810,-0.0006810,2022-08-01,2022-07,2022-08-01
GJ 806 b,GJ 806,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,0.92632370,0.00000090,-0.00000090,0,0.014060,0.000300,-0.000300,0,1.331,0.023,-0.023,0,0.119,0.002,-0.002,0,1.90000,0.17000,-0.17000,0,0.00598,0.00053,-0.00053,0,Mass,,,,,130.00,6.00,-6.00,0,940,10,-10,0,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,M1.5 V,3600.00,16.00,-16.00,0,0.41,0.00,0.00,0,0.41,0.01,-0.01,0,-0.280,0.070,-0.070,0,[Fe/H],4.98,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.0445000,0.0043500,-0.0043500,10.7900000,0.1000000,-0.1000000,6.5330000,0.0160000,-0.0160000,9.8246100,0.0007590,-0.0007590,2023-11-28,2023-10,2023-11-28
Gliese 12 b,Gliese 12,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,12.76140800,0.00005000,-0.00005000,0,0.066800,0.002400,-0.002400,0,0.958,0.046,-0.048,0,0.085,0.004,-0.004,0,3.87000,,,1,0.01218,,,1,Mass,0.500000,,,1,1.62,0.13,-0.11,0,315,6,-5,0,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,M3.0 V,3296.00,48.00,-36.00,0,0.26,0.01,-0.01,0,0.24,0.01,-0.01,0,-0.320,0.060,-0.060,0,[Fe/H],5.21,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m49.90s,3.9579137,+13d33m27.42s,13.5576175,12.2100000,0.0130500,-0.0130500,12.6000000,0.0420000,-0.0420000,7.8070000,0.0200000,-0.0200000,11.3963000,0.0017560,-0.0017560,2024-05-21,2024-06,2024-05-21
HD 108236 b,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,3.79596300,0.00002500,-0.00003400,0,0.045270,0.000960,-0.000880,0,1.615,0.051,-0.051,0,0.144,0.005,-0.005,0,,,,,,,,,,0.045000,0.039000,-0.033000,0,,,,,,,,,1,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,,5660.00,61.00,-61.00,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0,[Fe/H],4.49,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,0.1943000,-0.1932000,9.2500000,0.0300000,-0.0300000,7.6370000,0.0310000,-0.0310000,9.0874500,0.0001570,-0.0001570,2021-01-21,2021-02,2021-01-28
HD 108236 c,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,6.20344900,0.00004900,-0.00004600,0,0.062000,0.001200,-0.001200,0,2.071,0.052,-0.052,0,0.185,0.005,-0.005,0,,,,,,,,,,0.034000,0.042000,-0.025000,0,,,,,,,,,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,,5660.00,61.00,-61.00,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0,[Fe/H],4.49,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,0.1943000,-0.1932000,9.2500000,0.0300000,-0.0300000,7.6370000,0.0310000,-0.0310000,9.0874500,0.0001570,-0.0001570,2021-01-21,2021-02,2021-01-28
HD 108236 d,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,14.17568500,0.00008300,-0.00010000,0,0.107400,0.002300,-0.002300,0,2.539,0.062,-0.065,0,0.227,0.006,-0.006,0,,,,,,,,,,0.055000,0.038000,-0.035000,0,,,,,,,,,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,,5660.00,61.00,-61.00,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0,[Fe/H],4.49,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,0.1943000,-0.1932000,9.2500000,0.0300000,-0.0300000,7.6370000,0.0310000,-0.0310000,9.0874500,0.0001570,-0.0001570,2021-01-21,2021-02,2021-01-28
HD 108236 e,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,19.59002500,0.00008300,-0.00008900,0,0.136700,0.002200,-0.002000,0,3.083,0.052,-0.052,0,0.275,0.005,-0.005,0,,,,,,,,,,0.058000,0.032000,-0.036000,0,,,,,,,,,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,,5660.00,61.00,-61.00,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0,[Fe/H],4.49,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,0.1943000,-0.1932000,9.2500000,0.0300000,-0.0300000,7.6370000,0.0310000,-0.0310000,9.0874500,0.0001570,-0.0001570,2021-01-21,2021-02,2021-01-28
HD 109833 b,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,9.18852600,0.00002600,-0.00002600,0,,,,,2.888,0.152,-0.127,0,0.258,0.014,-0.011,0,,,,,,,,,,0.180000,0.240000,-0.120000,0,,,,,,,,,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,5881.00,50.00,-50.00,0,1.00,0.04,-0.04,0,1.08,0.05,-0.05,0,-0.070,0.080,-0.080,0,[M/H],4.45,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,79.5561000,0.1488000,-0.1483000,9.2900000,0.0300000,-0.0300000,7.8200000,0.0260000,-0.0260000,9.1365700,0.0004020,-0.0004020,2022-12-17,2022-12,2022-12-17
HD 109833 c,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,13.90014800,0.00005700,-0.00005700,0,,,,,2.590,0.196,-0.175,0,0.231,0.017,-0.016,0,,,,,,,,,,0.300000,0.210000,-0.190000,0,,,,,,,,,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,5881.00,50.00,-50.00,0,1.00,0.04,-0.04,0,1.08,0.05,-0.05,0,-0.070,0.080,-0.080,0,[M/H],4.45,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,79.5561000,0.1488000,-0.1483000,9.2900000,0.0300000,-0.0300000,7.8200000,0.0260000,-0.0260000,9.1365700,0.0004020,-0.0004020,2022-12-17,2022-12,2022-12-17
HD 110082 b,HD 110082,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,10.18271000,0.00004000,-0.00004000,0,0.113000,0.009000,-0.013000,0,3.200,0.100,-0.100,0,0.285,0.009,-0.009,0,,,,,,,,,,0.200000,0.200000,-0.100000,0,,,,,,,,,0,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,F8 V,6200.00,100.00,-100.00,0,1.19,0.06,-0.06,0,1.21,0.06,-0.06,0,0.080,0.050,-0.050,0,[Fe/H],4.20,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107,105.0960000,0.2660000,-0.2660000,9.2300000,0.0300000,-0.0300000,8.0020000,0.0310000,-0.0310000,9.1152300,0.0003400,-0.0003400,2021-02-25,2021-04,2021-03-04
HD 110113 b,HD 110113,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,2.54100000,0.00050000,-0.00100000,0,0.035000,0.001000,-0.001000,0,2.050,0.120,-0.120,0,0.183,0.011,-0.011,0,4.55000,0.62000,-0.62000,0,0.01432,0.00195,-0.00195,0,Mass,0.093000,0.079000,-0.064000,0,735.49,29.39,-29.39,0,1371,14,-14,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,G,5732.00,50.00,-50.00,0,0.97,0.02,-0.02,0,1.00,0.06,-0.06,0,0.140,0.020,-0.020,0,[Fe/H],4.46,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.3070000,0.7240000,-0.7150000,10.0900000,0.0300000,-0.0300000,8.5020000,0.0240000,-0.0240000,9.9103600,0.0004520,-0.0004520,2021-02-05,2021-04,2021-02-11
HD 135694 b,HD 135694,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,15.92346000,0.00003800,-0.00003800,0,0.120000,0.002000,-0.002000,0,2.532,0.084,-0.070,0,0.226,0.007,-0.006,0,6.10000,1.80000,-1.80000,0,0.01919,0.00566,-0.00566,0,Mass,0.000000,,,0,,,,,751,13,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5698.00,76.00,-73.00,0,1.07,0.02,-0.02,0,0.91,0.03,-0.03,0,-0.121,0.061,-0.059,0,[Fe/H],4.33,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m28.29s,227.8678636,+71d50m28.67s,71.8412965,73.8713000,0.1439000,-0.1434000,9.0800000,0.0300000,-0.0300000,7.5020000,0.0230000,-0.0230000,8.9130700,0.0001960,-0.0001960,2024-07-23,2024-06,2024-07-23
HD 1397 b,HD 1397,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533000,0.00079000,-0.00080000,0,0.109700,0.001100,-0.001300,0,11.500,0.280,-0.303,0,1.026,0.025,-0.027,0,131.89945,6.35660,-6.35660,0,0.41500,0.02000,-0.02000,0,Mass,0.251000,0.020000,-0.019000,0,356.00,12.00,-12.00,0,1228,10,-10,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,,5521.00,60.00,-60.00,0,2.34,0.05,-0.06,0,1.32,0.04,-0.05,0,0.290,0.090,-0.090,0,[Fe/H],3.82,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702000,0.1738000,-0.1731000,7.7900000,0.0300000,-0.0300000,5.9880000,0.0180000,-0.0180000,7.5933600,0.0002780,-0.0002780,2019-07-19,2019-03,2019-07-25
HD 152843 b,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,11.62640000,0.00220000,-0.00250000,0,0.105300,0.003000,-0.003100,0,3.410,0.140,-0.120,0,0.304,0.012,-0.011,0,11.56000,6.58000,-6.14000,0,0.03637,0.02070,-0.01932,0,Mass,0.140000,0.250000,-0.100000,0,255.70,21.60,-19.70,0,,,,,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310.00,100.00,-100.00,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.160,0.050,-0.050,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000,0.3180000,-0.3160000,8.8550000,0.0020000,-0.0020000,7.6290000,0.0200000,-0.0200000,8.7641200,0.0002370,-0.0002370,2021-06-11,2021-05,2021-06-11
HD 152843 c,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,24.38000000,6.23000000,-3.40000000,0,,,,,5.830,0.140,-0.140,0,0.520,0.012,-0.012,0,27.50000,,,1,0.08652,,,1,Mass,0.115000,0.173000,-0.080000,0,,,,,,,,,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310.00,100.00,-100.00,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.160,0.050,-0.050,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000,0.3180000,-0.3160000,8.8550000,0.0020000,-0.0020000,7.6290000,0.0200000,-0.0200000,8.7641200,0.0002370,-0.0002370,2021-06-11,2021-05,2021-06-11
